-0.296,0
-0.5859,0
-0.0258,0
0.0,0
0.0,0
0.0,0
0.6696,0
0.1531,0
0.4215,0
0.5411,0
0.3612,0
0.5972,0
0.34,0
0.5574,0
-0.3182,0
0.4215,0
-0.2263,0
0.0,0
0.6115,0
0.0,0
-0.5563,0
0.5719,0
-0.2023,0
0.6249,0
-0.2263,0
0.0,0
0.0,0
-0.4767,0
0.0,0
0.0,0
0.5859,0
0.126,0
0.0,0
-0.4019,0
0.0,0
0.7096,0
0.0,0
0.7351,0
0.0,0
0.8503,0
0.4215,0
0.8004,0
-0.3612,0
0.0,0
0.34,0
0.5267,0
0.7579,0
0.4019,0
0.0,0
0.0,0
0.0,0
-0.4389,0
0.0,0
0.0,0
0.0,0
0.0,0
-0.3919,0
0.0,0
0.3612,0
-0.4767,0
0.7137,0
0.2263,0
0.4043,0
0.5267,0
0.0,0
0.5859,0
-0.34,0
-0.6124,0
0.0258,0
-0.34,0
0.0,0
0.4927,0
0.5859,0
0.6571,0
0.0,0
0.3182,0
0.0,0
-0.296,0
0.0,0
-0.1511,0
0.1779,0
0.6369,0
0.6597,0
0.4939,0
-0.2023,0
0.0,0
0.5719,0
-0.4939,0
-0.3956,0
0.3182,0
-0.3071,0
0.6124,0
0.4404,0
0.0,0
-0.1263,0
0.5719,0
0.0,0
0.0747,0
-0.1027,0
0.4912,0
0.0,0
0.6249,0
-0.5007,0
0.0,0
0.7717,0
0.4404,0
0.7935,0
-0.8126,0
0.6369,0
0.4215,0
0.4199,0
-0.2732,0
0.2263,0
0.0772,0
0.8555,0
0.0,0
0.0,0
0.0,0
-0.1877,0
0.8658,0
-0.128,0
-0.4767,0
0.6369,0
0.3535,0
0.0,0
0.0,0
0.0516,0
0.4404,0
0.0,0
0.5574,0
0.6792,0
0.0,0
0.0,0
0.5859,0
0.7841,0
0.0,0
0.0258,0
0.4404,0
0.0,0
0.4767,0
-0.4767,0
-0.5267,0
0.0,0
-0.5106,0
0.0,0
0.6946,0
0.6124,0
0.1531,0
